src_type	src	dest_type	dest	direction	type
SYMBOL	PRKACA	SYMBOL	RASGRF2	directed	Process(phosphorylation)
SYMBOL	PRKACA	SYMBOL	RASGRF2	directed	Process(activation)
SYMBOL	PRKACB	SYMBOL	RASGRF1	directed	Process(phosphorylation)
SYMBOL	PRKACB	SYMBOL	RASGRF1	directed	Process(activation)
SYMBOL	PRKACB	SYMBOL	RASGRF2	directed	Process(phosphorylation)
SYMBOL	PRKACB	SYMBOL	RASGRF2	directed	Process(activation)
SYMBOL	PRKACG	SYMBOL	RASGRF1	directed	Process(phosphorylation)
SYMBOL	PRKACG	SYMBOL	RASGRF1	directed	Process(activation)
SYMBOL	PRKACG	SYMBOL	RASGRF2	directed	Process(phosphorylation)
SYMBOL	PRKACG	SYMBOL	RASGRF2	directed	Process(activation)
SYMBOL	EXOC2	SYMBOL	TBK1	directed	Process(activation)
SYMBOL	MAPK1	SYMBOL	PLA2G4B	directed	Process(activation)
SYMBOL	MAPK1	SYMBOL	PLA2G16	directed	Process(activation)
SYMBOL	MAPK1	SYMBOL	PLA2G4E	directed	Process(activation)
SYMBOL	MAPK1	SYMBOL	ETS1	directed	Process(activation)
SYMBOL	MAPK1	SYMBOL	ETS2	directed	Process(activation)
SYMBOL	MAPK1	SYMBOL	PLA2G4F	directed	Process(activation)
SYMBOL	MAPK1	SYMBOL	PLA2G2D	directed	Process(activation)
SYMBOL	MAPK1	SYMBOL	PLA2G4D	directed	Process(activation)
SYMBOL	MAPK1	SYMBOL	PLA2G2E	directed	Process(activation)
SYMBOL	MAPK1	SYMBOL	PLA2G2C	directed	Process(activation)
SYMBOL	MAPK1	SYMBOL	PLA2G3	directed	Process(activation)
SYMBOL	MAPK1	SYMBOL	PLA1A	directed	Process(activation)
SYMBOL	MAPK1	SYMBOL	PLA2G1B	directed	Process(activation)
SYMBOL	MAPK1	SYMBOL	PLA2G2A	directed	Process(activation)
SYMBOL	MAPK1	SYMBOL	PLA2G4A	directed	Process(activation)
SYMBOL	MAPK1	SYMBOL	PLA2G5	directed	Process(activation)
SYMBOL	MAPK1	SYMBOL	PLA2G2F	directed	Process(activation)
SYMBOL	MAPK1	SYMBOL	PLA2G12A	directed	Process(activation)
SYMBOL	MAPK1	SYMBOL	PLA2G6	directed	Process(activation)
SYMBOL	MAPK1	SYMBOL	PLA2G10	directed	Process(activation)
SYMBOL	MAPK1	SYMBOL	PLA2G12B	directed	Process(activation)
SYMBOL	MAPK1	SYMBOL	PLA2G4C	directed	Process(activation)
SYMBOL	MAPK1	SYMBOL	JMJD7-PLA2G4B	directed	Process(activation)
SYMBOL	MAPK3	SYMBOL	PLA2G4B	directed	Process(activation)
SYMBOL	MAPK3	SYMBOL	PLA2G16	directed	Process(activation)
SYMBOL	MAPK3	SYMBOL	PLA2G4E	directed	Process(activation)
SYMBOL	MAPK3	SYMBOL	ETS1	directed	Process(activation)
SYMBOL	MAPK3	SYMBOL	ETS2	directed	Process(activation)
SYMBOL	MAPK3	SYMBOL	PLA2G4F	directed	Process(activation)
SYMBOL	MAPK3	SYMBOL	PLA2G2D	directed	Process(activation)
SYMBOL	MAPK3	SYMBOL	PLA2G4D	directed	Process(activation)
SYMBOL	MAPK3	SYMBOL	PLA2G2E	directed	Process(activation)
SYMBOL	MAPK3	SYMBOL	PLA2G2C	directed	Process(activation)
SYMBOL	MAPK3	SYMBOL	PLA2G3	directed	Process(activation)
SYMBOL	MAPK3	SYMBOL	PLA1A	directed	Process(activation)
SYMBOL	MAPK3	SYMBOL	PLA2G1B	directed	Process(activation)
SYMBOL	MAPK3	SYMBOL	PLA2G2A	directed	Process(activation)
SYMBOL	MAPK3	SYMBOL	PLA2G4A	directed	Process(activation)
SYMBOL	MAPK3	SYMBOL	PLA2G5	directed	Process(activation)
SYMBOL	MAPK3	SYMBOL	PLA2G2F	directed	Process(activation)
SYMBOL	MAPK3	SYMBOL	PLA2G12A	directed	Process(activation)
SYMBOL	MAPK3	SYMBOL	PLA2G6	directed	Process(activation)
SYMBOL	MAPK3	SYMBOL	PLA2G10	directed	Process(activation)
SYMBOL	MAPK3	SYMBOL	PLA2G12B	directed	Process(activation)
SYMBOL	MAPK3	SYMBOL	PLA2G4C	directed	Process(activation)
SYMBOL	MAPK3	SYMBOL	JMJD7-PLA2G4B	directed	Process(activation)
SYMBOL	GNG12	SYMBOL	RASGRF1	directed	Process(activation)
SYMBOL	GNG12	SYMBOL	RASGRF2	directed	Process(activation)
SYMBOL	BAD	SYMBOL	BCL2L1	directed	Process(inhibition)
SYMBOL	RGL2	SYMBOL	RALA	directed	Process(activation)
SYMBOL	RGL2	SYMBOL	RALB	directed	Process(activation)
SYMBOL	RAC1	SYMBOL	PAK4	directed	Process(activation)
SYMBOL	RAC1	SYMBOL	BUB1B-PAK6	directed	Process(activation)
SYMBOL	RAC1	SYMBOL	RHOA	directed	Process(activation)
SYMBOL	RAC1	SYMBOL	PAK3	directed	Process(activation)
SYMBOL	RAC1	SYMBOL	PAK6	directed	Process(activation)
SYMBOL	RAC1	SYMBOL	PAK5	directed	Process(activation)
SYMBOL	RAC2	SYMBOL	PAK4	directed	Process(activation)
SYMBOL	RAC2	SYMBOL	BUB1B-PAK6	directed	Process(activation)
SYMBOL	RAC2	SYMBOL	RHOA	directed	Process(activation)
SYMBOL	RAC2	SYMBOL	PAK3	directed	Process(activation)
SYMBOL	RAC2	SYMBOL	PAK6	directed	Process(activation)
SYMBOL	RAC2	SYMBOL	PAK5	directed	Process(activation)
SYMBOL	RAC3	SYMBOL	PAK4	directed	Process(activation)
SYMBOL	RAC3	SYMBOL	BUB1B-PAK6	directed	Process(activation)
SYMBOL	RAC3	SYMBOL	RHOA	directed	Process(activation)
SYMBOL	RAC3	SYMBOL	PAK3	directed	Process(activation)
SYMBOL	RAC3	SYMBOL	PAK6	directed	Process(activation)
SYMBOL	RAC3	SYMBOL	PAK5	directed	Process(activation)
SYMBOL	RALA	SYMBOL	RALBP1	directed	Process(activation)
SYMBOL	RALA	SYMBOL	PLD1	directed	Process(activation)
SYMBOL	RALA	SYMBOL	PLD2	directed	Process(activation)
SYMBOL	RALA	SYMBOL	EXOC2	directed	Process(activation)
SYMBOL	RALA	SYMBOL	MAPK8	directed	Process(activation)
SYMBOL	RALA	SYMBOL	MAPK9	directed	Process(activation)
SYMBOL	RALA	SYMBOL	MAPK10	directed	Process(activation)
SYMBOL	RALB	SYMBOL	RALBP1	directed	Process(activation)
SYMBOL	RALB	SYMBOL	PLD1	directed	Process(activation)
SYMBOL	RALB	SYMBOL	PLD2	directed	Process(activation)
SYMBOL	RALB	SYMBOL	EXOC2	directed	Process(activation)
SYMBOL	RALB	SYMBOL	MAPK8	directed	Process(activation)
SYMBOL	RALB	SYMBOL	MAPK9	directed	Process(activation)
SYMBOL	RALB	SYMBOL	MAPK10	directed	Process(activation)
SYMBOL	RALGDS	SYMBOL	RALA	directed	Process(activation)
SYMBOL	RALGDS	SYMBOL	RALB	directed	Process(activation)
SYMBOL	RASA1	SYMBOL	RRAS2	directed	Process(activation)
SYMBOL	RASA1	SYMBOL	MRAS	directed	Process(activation)
SYMBOL	RASA1	SYMBOL	HRAS	directed	Process(activation)
SYMBOL	RASA1	SYMBOL	KRAS	directed	Process(activation)
SYMBOL	RASA1	SYMBOL	NRAS	directed	Process(activation)
SYMBOL	RASA1	SYMBOL	RRAS	directed	Process(activation)
SYMBOL	RASA2	SYMBOL	RRAS2	directed	Process(activation)
SYMBOL	RASA2	SYMBOL	MRAS	directed	Process(activation)
SYMBOL	RASA2	SYMBOL	HRAS	directed	Process(activation)
SYMBOL	RASA2	SYMBOL	KRAS	directed	Process(activation)
SYMBOL	RASA2	SYMBOL	NRAS	directed	Process(activation)
SYMBOL	RASA2	SYMBOL	RRAS	directed	Process(activation)
SYMBOL	GNB4	SYMBOL	RASGRF1	directed	Process(activation)
SYMBOL	GNB4	SYMBOL	RASGRF2	directed	Process(activation)
SYMBOL	RRAS	SYMBOL	RALBP1	directed	Process(activation)
SYMBOL	RRAS	SYMBOL	RASSF1	directed	Process(activation)
SYMBOL	RRAS	SYMBOL	RGL1	directed	Process(activation)
SYMBOL	RRAS	SYMBOL	AFDN	directed	Process(activation)
SYMBOL	RRAS	SYMBOL	PLCE1	directed	Process(activation)
SYMBOL	RRAS	SYMBOL	PIK3CA	directed	Process(activation)
SYMBOL	RRAS	SYMBOL	PIK3CB	directed	Process(activation)
SYMBOL	RRAS	SYMBOL	PIK3CD	directed	Process(activation)
SYMBOL	RRAS	SYMBOL	PIK3R1	directed	Process(activation)
SYMBOL	RRAS	SYMBOL	PIK3R2	directed	Process(activation)
SYMBOL	RRAS	SYMBOL	RGL2	directed	Process(activation)
SYMBOL	RRAS	SYMBOL	RALGDS	directed	Process(activation)
SYMBOL	RRAS	SYMBOL	TIAM1	directed	Process(activation)
SYMBOL	RRAS	SYMBOL	BRAP	directed	Process(inhibition)
SYMBOL	RRAS	SYMBOL	RASSF5	directed	Process(activation)
SYMBOL	RRAS	SYMBOL	PIK3R3	directed	Process(activation)
SYMBOL	RRAS	SYMBOL	RIN1	directed	Process(activation)
SYMBOL	RRAS	SYMBOL	RAPGEF5	directed	Process(inhibition)
SYMBOL	SHC1	SYMBOL	GRB2	directed	Process(binding/association)
SYMBOL	RASAL3	SYMBOL	RRAS2	directed	Process(activation)
SYMBOL	RASAL3	SYMBOL	MRAS	directed	Process(activation)
SYMBOL	RASAL3	SYMBOL	HRAS	directed	Process(activation)
SYMBOL	RASAL3	SYMBOL	KRAS	directed	Process(activation)
SYMBOL	RASAL3	SYMBOL	NRAS	directed	Process(activation)
SYMBOL	RASAL3	SYMBOL	RRAS	directed	Process(activation)
SYMBOL	TEK	SYMBOL	SHC2	directed	Process(activation)
SYMBOL	TEK	SYMBOL	SHC4	directed	Process(activation)
SYMBOL	TEK	SYMBOL	SHC3	directed	Process(activation)
SYMBOL	TEK	SYMBOL	SHC1	directed	Process(activation)
SYMBOL	TIAM1	SYMBOL	RAC1	directed	Process(activation)
SYMBOL	TIAM1	SYMBOL	RAC2	directed	Process(activation)
SYMBOL	TIAM1	SYMBOL	RAC3	directed	Process(activation)
SYMBOL	ZAP70	SYMBOL	LAT	directed	Process(activation)
SYMBOL	CALM1	SYMBOL	RASGRF1	directed	Process(activation)
SYMBOL	CALM1	SYMBOL	RASGRF2	directed	Process(activation)
SYMBOL	SHOC2	SYMBOL	RRAS2	directed	Process(binding/association)
SYMBOL	SHOC2	SYMBOL	MRAS	directed	Process(binding/association)
SYMBOL	SHOC2	SYMBOL	HRAS	directed	Process(binding/association)
SYMBOL	SHOC2	SYMBOL	KRAS	directed	Process(binding/association)
SYMBOL	SHOC2	SYMBOL	NRAS	directed	Process(binding/association)
SYMBOL	SHOC2	SYMBOL	RAF1	directed	Process(binding/association)
SYMBOL	SHOC2	SYMBOL	RRAS	directed	Process(binding/association)
SYMBOL	CALM2	SYMBOL	RASGRF1	directed	Process(activation)
SYMBOL	CALM2	SYMBOL	RASGRF2	directed	Process(activation)
SYMBOL	CALM3	SYMBOL	RASGRF1	directed	Process(activation)
SYMBOL	CALM3	SYMBOL	RASGRF2	directed	Process(activation)
SYMBOL	CALML3	SYMBOL	RASGRF1	directed	Process(activation)
SYMBOL	CALML3	SYMBOL	RASGRF2	directed	Process(activation)
SYMBOL	BRAP	SYMBOL	KSR2	directed	Process(inhibition)
SYMBOL	BRAP	SYMBOL	KSR1	directed	Process(inhibition)
SYMBOL	RASSF5	SYMBOL	STK4	directed	Process(activation)
SYMBOL	RASAL1	SYMBOL	RRAS2	directed	Process(activation)
SYMBOL	RASAL1	SYMBOL	MRAS	directed	Process(activation)
SYMBOL	RASAL1	SYMBOL	HRAS	directed	Process(activation)
SYMBOL	RASAL1	SYMBOL	KRAS	directed	Process(activation)
SYMBOL	RASAL1	SYMBOL	NRAS	directed	Process(activation)
SYMBOL	RASAL1	SYMBOL	RRAS	directed	Process(activation)
SYMBOL	PIK3R3	SYMBOL	RAC1	directed	Process(activation)
SYMBOL	PIK3R3	SYMBOL	RAC2	directed	Process(activation)
SYMBOL	PIK3R3	SYMBOL	RAC3	directed	Process(activation)
SYMBOL	IKBKG	SYMBOL	NFKB1	directed	Process(activation)
SYMBOL	IKBKG	SYMBOL	RELA	directed	Process(activation)
SYMBOL	SYNGAP1	SYMBOL	RRAS2	directed	Process(activation)
SYMBOL	SYNGAP1	SYMBOL	MRAS	directed	Process(activation)
SYMBOL	SYNGAP1	SYMBOL	HRAS	directed	Process(activation)
SYMBOL	SYNGAP1	SYMBOL	KRAS	directed	Process(activation)
SYMBOL	SYNGAP1	SYMBOL	NRAS	directed	Process(activation)
SYMBOL	SYNGAP1	SYMBOL	RRAS	directed	Process(activation)
SYMBOL	CALML4	SYMBOL	RASGRF1	directed	Process(activation)
SYMBOL	CALML4	SYMBOL	RASGRF2	directed	Process(activation)
SYMBOL	GNG8	SYMBOL	RASGRF1	directed	Process(activation)
SYMBOL	GNG8	SYMBOL	RASGRF2	directed	Process(activation)
SYMBOL	RASAL2	SYMBOL	RRAS2	directed	Process(activation)
SYMBOL	RASAL2	SYMBOL	MRAS	directed	Process(activation)
SYMBOL	RASAL2	SYMBOL	HRAS	directed	Process(activation)
SYMBOL	RASAL2	SYMBOL	KRAS	directed	Process(activation)
SYMBOL	RASAL2	SYMBOL	NRAS	directed	Process(activation)
SYMBOL	RASAL2	SYMBOL	RRAS	directed	Process(activation)
SYMBOL	RIN1	SYMBOL	ABL1	directed	Process(activation)
SYMBOL	RIN1	SYMBOL	ABL2	directed	Process(activation)
SYMBOL	RIN1	SYMBOL	RAB5A	directed	Process(activation)
SYMBOL	RIN1	SYMBOL	RAB5B	directed	Process(activation)
SYMBOL	RIN1	SYMBOL	RAB5C	directed	Process(activation)
SYMBOL	RAPGEF5	SYMBOL	RAP1A	directed	Process(activation)
SYMBOL	RAPGEF5	SYMBOL	RAP1B	directed	Process(activation)
SYMBOL	CDC42	SYMBOL	MAPK8	directed	Process(activation)
SYMBOL	CDC42	SYMBOL	MAPK9	directed	Process(activation)
SYMBOL	CDC42	SYMBOL	MAPK10	directed	Process(activation)
KEGGCOMP	C00035	SYMBOL	RAP1A	directed	Process(binding/association)
KEGGCOMP	C00035	SYMBOL	RAP1B	directed	Process(binding/association)
KEGGCOMP	C00044	SYMBOL	RAP1A	directed	Process(binding/association)
KEGGCOMP	C00044	SYMBOL	RAP1B	directed	Process(binding/association)
KEGGCOMP	C00076	SYMBOL	RASGRP2	directed	Process(activation)
KEGGCOMP	C00076	SYMBOL	CALML6	directed	Process(binding/association)
KEGGCOMP	C00076	SYMBOL	CALML5	directed	Process(binding/association)
KEGGCOMP	C00076	SYMBOL	CALM1	directed	Process(binding/association)
KEGGCOMP	C00076	SYMBOL	CALM2	directed	Process(binding/association)
KEGGCOMP	C00076	SYMBOL	CALM3	directed	Process(binding/association)
KEGGCOMP	C00076	SYMBOL	CALML3	directed	Process(binding/association)
KEGGCOMP	C00076	SYMBOL	CALML4	directed	Process(binding/association)
KEGGCOMP	C00575	SYMBOL	RAPGEF3	directed	Process(activation)
KEGGCOMP	C00575	SYMBOL	RAPGEF4	directed	Process(activation)
SYMBOL	ADCY1	KEGGCOMP	C00575	directed	Process(activation)
SYMBOL	ADCY2	KEGGCOMP	C00575	directed	Process(activation)
SYMBOL	ADCY3	KEGGCOMP	C00575	directed	Process(activation)
SYMBOL	ADCY5	KEGGCOMP	C00575	directed	Process(activation)
SYMBOL	ADCY6	KEGGCOMP	C00575	directed	Process(activation)
SYMBOL	ADCY7	KEGGCOMP	C00575	directed	Process(activation)
SYMBOL	ADCY8	KEGGCOMP	C00575	directed	Process(activation)
SYMBOL	ADCY9	KEGGCOMP	C00575	directed	Process(activation)
SYMBOL	ADCY4	KEGGCOMP	C00575	directed	Process(activation)
SYMBOL	PLCB1	KEGGCOMP	C00076	directed	Process(activation)
SYMBOL	PLCB1	KEGGCOMP	C00165	directed	Process(activation)
SYMBOL	HRAS	KEGGCOMP	C00044	directed	Process(binding/association)
SYMBOL	KRAS	KEGGCOMP	C00044	directed	Process(binding/association)
SYMBOL	NRAS	KEGGCOMP	C00044	directed	Process(binding/association)
SYMBOL	PLCB2	KEGGCOMP	C00076	directed	Process(activation)
SYMBOL	PLCB2	KEGGCOMP	C00165	directed	Process(activation)
SYMBOL	PLCB3	KEGGCOMP	C00076	directed	Process(activation)
SYMBOL	PLCB3	KEGGCOMP	C00165	directed	Process(activation)
SYMBOL	PLCB4	KEGGCOMP	C00076	directed	Process(activation)
SYMBOL	PLCB4	KEGGCOMP	C00165	directed	Process(activation)
SYMBOL	PLCG1	KEGGCOMP	C00076	directed	Process(activation)
SYMBOL	RRAS	KEGGCOMP	C00044	directed	Process(binding/association)
SYMBOL	RASGRP2	SYMBOL	RAP1A	directed	Process(activation)
SYMBOL	RASGRP2	SYMBOL	RAP1B	directed	Process(activation)
SYMBOL	RAPGEF3	SYMBOL	RAP1A	directed	Process(activation)
SYMBOL	RAPGEF3	SYMBOL	RAP1B	directed	Process(activation)
SYMBOL	RGS14	SYMBOL	ITGAL	directed	Process(activation)
SYMBOL	RGS14	SYMBOL	ITGAM	directed	Process(activation)
SYMBOL	RGS14	SYMBOL	ITGB1	directed	Process(activation)
SYMBOL	RGS14	SYMBOL	ITGB2	directed	Process(activation)
SYMBOL	RAPGEF4	SYMBOL	RAP1A	directed	Process(activation)
SYMBOL	RAPGEF4	SYMBOL	RAP1B	directed	Process(activation)
SYMBOL	CNR1	SYMBOL	GNAI1	directed	Process(activation)
SYMBOL	CNR1	SYMBOL	GNAI2	directed	Process(activation)
SYMBOL	CNR1	SYMBOL	GNAI3	directed	Process(activation)
SYMBOL	CNR1	SYMBOL	GNAO1	directed	Process(activation)
SYMBOL	ADORA2A	SYMBOL	GNAQ	directed	Process(activation)
SYMBOL	ADORA2A	SYMBOL	GNAS	directed	Process(activation)
SYMBOL	ADORA2B	SYMBOL	GNAQ	directed	Process(activation)
SYMBOL	ADORA2B	SYMBOL	GNAS	directed	Process(activation)
SYMBOL	CRK	SYMBOL	RAPGEF1	directed	Process(activation)
SYMBOL	CRKL	SYMBOL	RAPGEF1	directed	Process(activation)
SYMBOL	CSF1R	SYMBOL	CRK	directed	Process(activation)
SYMBOL	CSF1R	SYMBOL	CRKL	directed	Process(activation)
SYMBOL	CSF1R	SYMBOL	PLCB1	directed	Process(activation)
SYMBOL	CSF1R	SYMBOL	PLCB2	directed	Process(activation)
SYMBOL	CSF1R	SYMBOL	PLCB3	directed	Process(activation)
SYMBOL	CSF1R	SYMBOL	PLCB4	directed	Process(activation)
SYMBOL	CTNNB1	SYMBOL	MAGI3	directed	Process(activation)
SYMBOL	CTNNB1	SYMBOL	MAGI1	directed	Process(activation)
SYMBOL	CTNNB1	SYMBOL	MAGI2	directed	Process(activation)
SYMBOL	CTNNB1	SYMBOL	CDH1	directed	Process(activation)
SYMBOL	CTNND1	SYMBOL	CDH1	directed	Process(activation)
SYMBOL	CALML6	SYMBOL	ADCY1	directed	Process(activation)
SYMBOL	CALML6	SYMBOL	ADCY2	directed	Process(activation)
SYMBOL	CALML6	SYMBOL	ADCY3	directed	Process(activation)
SYMBOL	CALML6	SYMBOL	ADCY5	directed	Process(activation)
SYMBOL	CALML6	SYMBOL	ADCY6	directed	Process(activation)
SYMBOL	CALML6	SYMBOL	ADCY7	directed	Process(activation)
SYMBOL	CALML6	SYMBOL	ADCY8	directed	Process(activation)
SYMBOL	CALML6	SYMBOL	ADCY9	directed	Process(activation)
SYMBOL	CALML6	SYMBOL	ADCY4	directed	Process(activation)
SYMBOL	DRD2	SYMBOL	GNAI1	directed	Process(activation)
SYMBOL	DRD2	SYMBOL	GNAI2	directed	Process(activation)
SYMBOL	DRD2	SYMBOL	GNAI3	directed	Process(activation)
SYMBOL	DRD2	SYMBOL	GNAO1	directed	Process(activation)
SYMBOL	LPAR1	SYMBOL	GNAQ	directed	Process(activation)
SYMBOL	LPAR1	SYMBOL	GNAS	directed	Process(activation)
SYMBOL	EGFR	SYMBOL	PLCB1	directed	Process(activation)
SYMBOL	EGFR	SYMBOL	PLCB2	directed	Process(activation)
SYMBOL	EGFR	SYMBOL	PLCB3	directed	Process(activation)
SYMBOL	EGFR	SYMBOL	PLCB4	directed	Process(activation)
SYMBOL	EPHA2	SYMBOL	CRK	directed	Process(activation)
SYMBOL	EPHA2	SYMBOL	CRKL	directed	Process(activation)
SYMBOL	EPHA2	SYMBOL	PLCB1	directed	Process(activation)
SYMBOL	EPHA2	SYMBOL	PLCB2	directed	Process(activation)
SYMBOL	EPHA2	SYMBOL	PLCB3	directed	Process(activation)
SYMBOL	EPHA2	SYMBOL	PLCB4	directed	Process(activation)
SYMBOL	F2R	SYMBOL	GNAQ	directed	Process(activation)
SYMBOL	F2R	SYMBOL	GNAS	directed	Process(activation)
SYMBOL	FGFR1	SYMBOL	CRK	directed	Process(activation)
SYMBOL	FGFR1	SYMBOL	CRKL	directed	Process(activation)
SYMBOL	FGFR1	SYMBOL	PLCB1	directed	Process(activation)
SYMBOL	FGFR1	SYMBOL	PLCB2	directed	Process(activation)
SYMBOL	FGFR1	SYMBOL	PLCB3	directed	Process(activation)
SYMBOL	FGFR1	SYMBOL	PLCB4	directed	Process(activation)
SYMBOL	FGFR3	SYMBOL	CRK	directed	Process(activation)
SYMBOL	FGFR3	SYMBOL	CRKL	directed	Process(activation)
SYMBOL	FGFR3	SYMBOL	PLCB1	directed	Process(activation)
SYMBOL	FGFR3	SYMBOL	PLCB2	directed	Process(activation)
SYMBOL	FGFR3	SYMBOL	PLCB3	directed	Process(activation)
SYMBOL	FGFR3	SYMBOL	PLCB4	directed	Process(activation)
SYMBOL	FGFR2	SYMBOL	CRK	directed	Process(activation)
SYMBOL	FGFR2	SYMBOL	CRKL	directed	Process(activation)
SYMBOL	FGFR2	SYMBOL	PLCB1	directed	Process(activation)
SYMBOL	FGFR2	SYMBOL	PLCB2	directed	Process(activation)
SYMBOL	FGFR2	SYMBOL	PLCB3	directed	Process(activation)
SYMBOL	FGFR2	SYMBOL	PLCB4	directed	Process(activation)
SYMBOL	FGFR4	SYMBOL	CRK	directed	Process(activation)
SYMBOL	FGFR4	SYMBOL	CRKL	directed	Process(activation)
SYMBOL	FGFR4	SYMBOL	PLCB1	directed	Process(activation)
SYMBOL	FGFR4	SYMBOL	PLCB2	directed	Process(activation)
SYMBOL	FGFR4	SYMBOL	PLCB3	directed	Process(activation)
SYMBOL	FGFR4	SYMBOL	PLCB4	directed	Process(activation)
SYMBOL	FLT1	SYMBOL	CRK	directed	Process(activation)
SYMBOL	FLT1	SYMBOL	CRKL	directed	Process(activation)
SYMBOL	FLT1	SYMBOL	PLCB1	directed	Process(activation)
SYMBOL	FLT1	SYMBOL	PLCB2	directed	Process(activation)
SYMBOL	FLT1	SYMBOL	PLCB3	directed	Process(activation)
SYMBOL	FLT1	SYMBOL	PLCB4	directed	Process(activation)
SYMBOL	FLT4	SYMBOL	CRK	directed	Process(activation)
SYMBOL	FLT4	SYMBOL	CRKL	directed	Process(activation)
SYMBOL	FLT4	SYMBOL	PLCB1	directed	Process(activation)
SYMBOL	FLT4	SYMBOL	PLCB2	directed	Process(activation)
SYMBOL	FLT4	SYMBOL	PLCB3	directed	Process(activation)
SYMBOL	FLT4	SYMBOL	PLCB4	directed	Process(activation)
SYMBOL	LPAR3	SYMBOL	GNAQ	directed	Process(activation)
SYMBOL	LPAR3	SYMBOL	GNAS	directed	Process(activation)
SYMBOL	FPR1	SYMBOL	GNAQ	directed	Process(activation)
SYMBOL	FPR1	SYMBOL	GNAS	directed	Process(activation)
SYMBOL	PRKD3	SYMBOL	RAP1A	directed	Process(activation)
SYMBOL	PRKD3	SYMBOL	RAP1B	directed	Process(activation)
SYMBOL	FYB1	SYMBOL	LCP2	undirected	Binding
SYMBOL	FYB1	SYMBOL	SKAP1	undirected	Binding
SYMBOL	RASGRP3	SYMBOL	RAP1A	directed	Process(activation)
SYMBOL	RASGRP3	SYMBOL	RAP1B	directed	Process(activation)
SYMBOL	PRKD2	SYMBOL	RAP1A	directed	Process(activation)
SYMBOL	PRKD2	SYMBOL	RAP1B	directed	Process(activation)
SYMBOL	SIPA1L1	SYMBOL	RAP1A	directed	Process(activation)
SYMBOL	SIPA1L1	SYMBOL	RAP1B	directed	Process(activation)
SYMBOL	MAGI3	SYMBOL	RAPGEF6	directed	Process(activation)
SYMBOL	MAGI3	SYMBOL	RAPGEF2	directed	Process(activation)
SYMBOL	LAT	SYMBOL	FYB1	directed	Process(activation)
SYMBOL	LAT	SYMBOL	LCP2	directed	Process(activation)
SYMBOL	LAT	SYMBOL	SKAP1	directed	Process(activation)
SYMBOL	GNAQ	SYMBOL	PLCB1	directed	Process(activation)
SYMBOL	GNAQ	SYMBOL	PLCB2	directed	Process(activation)
SYMBOL	GNAQ	SYMBOL	PLCB3	directed	Process(activation)
SYMBOL	GNAQ	SYMBOL	PLCB4	directed	Process(activation)
SYMBOL	GNAS	SYMBOL	ADCY1	directed	Process(activation)
SYMBOL	GNAS	SYMBOL	ADCY2	directed	Process(activation)
SYMBOL	GNAS	SYMBOL	ADCY3	directed	Process(activation)
SYMBOL	GNAS	SYMBOL	ADCY5	directed	Process(activation)
SYMBOL	GNAS	SYMBOL	ADCY6	directed	Process(activation)
SYMBOL	GNAS	SYMBOL	ADCY7	directed	Process(activation)
SYMBOL	GNAS	SYMBOL	ADCY8	directed	Process(activation)
SYMBOL	GNAS	SYMBOL	ADCY9	directed	Process(activation)
SYMBOL	GNAS	SYMBOL	ADCY4	directed	Process(activation)
SYMBOL	LPAR4	SYMBOL	GNAQ	directed	Process(activation)
SYMBOL	LPAR4	SYMBOL	GNAS	directed	Process(activation)
SYMBOL	RAPGEF1	SYMBOL	RAP1A	directed	Process(activation)
SYMBOL	RAPGEF1	SYMBOL	RAP1B	directed	Process(activation)
SYMBOL	ID1	SYMBOL	THBS1	directed	Process(inhibition)
SYMBOL	PFN3	SYMBOL	ACTB	directed	Process(activation)
SYMBOL	PFN3	SYMBOL	ACTG1	directed	Process(activation)
SYMBOL	IGF1R	SYMBOL	CRK	directed	Process(activation)
SYMBOL	IGF1R	SYMBOL	CRKL	directed	Process(activation)
SYMBOL	IGF1R	SYMBOL	PLCB1	directed	Process(activation)
SYMBOL	IGF1R	SYMBOL	PLCB2	directed	Process(activation)
SYMBOL	IGF1R	SYMBOL	PLCB3	directed	Process(activation)
SYMBOL	IGF1R	SYMBOL	PLCB4	directed	Process(activation)
SYMBOL	INSR	SYMBOL	CRK	directed	Process(activation)
SYMBOL	INSR	SYMBOL	CRKL	directed	Process(activation)
SYMBOL	INSR	SYMBOL	PLCB1	directed	Process(activation)
SYMBOL	INSR	SYMBOL	PLCB2	directed	Process(activation)
SYMBOL	INSR	SYMBOL	PLCB3	directed	Process(activation)
SYMBOL	INSR	SYMBOL	PLCB4	directed	Process(activation)
SYMBOL	PFN4	SYMBOL	ACTB	directed	Process(activation)
SYMBOL	PFN4	SYMBOL	ACTG1	directed	Process(activation)
SYMBOL	KDR	SYMBOL	CRK	directed	Process(activation)
SYMBOL	KDR	SYMBOL	CRKL	directed	Process(activation)
SYMBOL	KDR	SYMBOL	PLCB1	directed	Process(activation)
SYMBOL	KDR	SYMBOL	PLCB2	directed	Process(activation)
SYMBOL	KDR	SYMBOL	PLCB3	directed	Process(activation)
SYMBOL	KDR	SYMBOL	PLCB4	directed	Process(activation)
SYMBOL	KIT	SYMBOL	CRK	directed	Process(activation)
SYMBOL	KIT	SYMBOL	CRKL	directed	Process(activation)
SYMBOL	KIT	SYMBOL	PLCB1	directed	Process(activation)
SYMBOL	KIT	SYMBOL	PLCB2	directed	Process(activation)
